33,Sitting,1666329691.744236,-0.938178718,-0.149228513,1.939213753;
33,Sitting,1666329691.747916,-0.93701905,-0.150266111,1.935795784;
33,Sitting,1666329691.8053186,-0.943732917,-0.149228513,1.933598518;
33,Sitting,1666329691.8821099,-0.939094245,-0.15380615,1.939763069;
33,Sitting,1666329691.9039788,-0.939887702,-0.15582031,1.943852425;
33,Sitting,1666329691.958884,-0.941657722,-0.153989255,1.941227913;
33,Sitting,1666329692.0218687,-0.941535652,-0.15203613,1.935124397;
33,Sitting,1666329692.0905428,-0.942390144,-0.148984373,1.935002327;
33,Sitting,1666329692.152377,-0.936469734,-0.145627439,1.930790901;
33,Sitting,1666329692.1747718,-0.940864265,-0.151669919,1.932621956;
33,Sitting,1666329692.2305691,-0.941962898,-0.157529294,1.936711311;
33,Sitting,1666329692.2894523,-0.934638679,-0.156552732,1.939396858;
33,Sitting,1666329692.3583343,-0.939765632,-0.148618162,1.925358772;
33,Sitting,1666329692.41376,-0.95075196,-0.143186033,1.923771858;
33,Sitting,1666329692.4599273,-0.946662605,-0.156735837,1.937626839;
33,Sitting,1666329692.501657,-0.935371101,-0.15594238,1.922856331;
33,Sitting,1666329692.562013,-0.943244636,-0.158444822,1.903630257;
33,Sitting,1666329692.6151195,-0.934821784,-0.158994138,1.906071663;
33,Sitting,1666329692.6749487,-0.929633796,-0.168393552,1.905278206;
33,Sitting,1666329692.7189133,-0.929694831,-0.155515134,1.897587776;
33,Sitting,1666329692.7736099,-0.937202156,-0.150754392,1.88153553;
33,Sitting,1666329692.8276892,-0.938544929,-0.159787595,1.880253792;
33,Sitting,1666329692.8868275,-0.926215827,-0.168271482,1.893315315;
33,Sitting,1666329692.9365454,-0.93891114,-0.166196287,1.875554085;
33,Sitting,1666329692.9891937,-0.934394538,-0.158872068,1.859135628;
33,Sitting,1666329693.0468874,-0.907294929,-0.147153318,1.83075428;
33,Sitting,1666329693.1083462,-0.921027839,-0.148496091,1.84448719;
33,Sitting,1666329693.1768148,-0.930610359,-0.159116209,1.85406971;
33,Sitting,1666329693.2294075,-0.938666999,-0.163449705,1.854680061;
33,Sitting,1666329693.2787936,-0.924384773,-0.164609373,1.873906136;
