33,Walking,1666509502.2785103,-2.124206543,0.24420166,1.24005127;
33,Walking,1666509502.3327541,-2.112487793,0.23614502,1.25201416;
33,Walking,1666509502.335291,-2.124206543,0.234680176,1.231994629;
33,Walking,1666509502.375486,-2.123962402,0.233215332,1.232971191;
33,Walking,1666509502.4276564,-2.12322998,0.227111816,1.226623535;
33,Walking,1666509502.4855683,-2.128845215,0.237854004,1.236877441;
33,Walking,1666509502.5357494,-2.121032715,0.232727051,1.223449707;
33,Walking,1666509502.5941396,-2.128356934,0.241027832,1.221740723;
33,Walking,1666509502.6432786,-2.12713623,0.235412598,1.219787598;
33,Walking,1666509502.7049673,-2.124694824,0.233215332,1.203430176;
33,Walking,1666509502.7635927,-2.124450684,0.246398926,1.194641113;
33,Walking,1666509502.811113,-2.119812012,0.247131348,1.20513916;
33,Walking,1666509502.8611917,-2.108825684,0.253479004,1.217590332;
33,Walking,1666509502.9126372,-2.117370605,0.236877441,1.200256348;
33,Walking,1666509502.9671347,-2.128112793,0.206115723,1.213439941;
33,Walking,1666509503.0219972,-2.13885498,0.203430176,1.208557129;
33,Walking,1666509503.0764942,-2.135925293,0.19342041,1.209777832;
33,Walking,1666509503.129881,-2.120788574,0.171447754,1.239318848;
33,Walking,1666509503.1853213,-2.160339355,0.147277832,1.237854004;
33,Walking,1666509503.244562,-2.11907959,0.171936035,1.30279541;
33,Walking,1666509503.2939231,-2.153747559,0.224914551,1.327941895;
33,Walking,1666509503.3514516,-2.140075684,0.230529785,1.298156738;
33,Walking,1666509503.4011352,-2.129089355,0.18170166,1.298400879;
33,Walking,1666509503.4544754,-2.155456543,0.195617676,1.313781738;
33,Walking,1666509503.5091898,-2.138366699,0.180725098,1.331604004;
33,Walking,1666509503.5649483,-2.130310059,0.190246582,1.331115723;
33,Walking,1666509503.6169171,-2.111999512,0.200744629,1.352600098;
33,Walking,1666509503.6766202,-2.143493652,0.241271973,1.316467285;
33,Walking,1666509503.729056,-2.174255371,0.23614502,1.162902832;
33,Walking,1666509503.782805,-2.110046387,0.010070801,1.058654785;
33,Walking,1666509503.834124,-2.32244873,0.007141113,1.069641113;
33,Walking,1666509503.8910947,-2.180603027,0.143859863,1.023986816;
33,Walking,1666509503.9418511,-2.05682373,0.175842285,0.926574707;
33,Walking,1666509503.996756,-2.033630371,0.178527832,1.108215332;
33,Walking,1666509504.0508113,-1.99822998,0.128234863,1.084289551;
33,Walking,1666509504.1078455,-2.077087402,0.067443848,1.015441895;
33,Walking,1666509504.1587229,-2.182312012,0.050354004,0.973693848;
33,Walking,1666509504.2165022,-2.090515137,0.041809082,0.93145752;
33,Walking,1666509504.269355,-2.085388184,-0.022644043,0.899963379;
33,Walking,1666509504.323888,-2.149841309,-0.044372559,0.95123291;
33,Walking,1666509504.3780692,-2.236022949,0.018859863,0.88067627;
33,Walking,1666509504.4310353,-2.109802246,-0.027770996,0.886535645;
33,Walking,1666509504.4868257,-2.213317871,-0.124450684,0.917297363;
33,Walking,1666509504.5399916,-2.688903809,0.297180176,1.501281738;
33,Walking,1666509504.5938044,-1.670349121,0.148254395,1.139221191;
33,Walking,1666509504.650375,-1.926940918,0.215148926,1.213195801;
33,Walking,1666509504.701366,-2.372741699,0.170227051,1.276672363;
33,Walking,1666509504.7570415,-1.999694824,0.204406738,1.162414551;
33,Walking,1666509504.812432,-2.096374512,0.149719238,1.198547363;
33,Walking,1666509504.8834758,-2.169616699,0.083068848,1.210998535;
33,Walking,1666509504.9410012,-2.194030762,0.194885254,1.272033691;
33,Walking,1666509504.9875152,-2.145935059,0.145324707,1.203186035;
33,Walking,1666509505.0351985,-2.270202637,0.134094238,1.284240723;
33,Walking,1666509505.0811875,-2.257263184,0.18536377,1.234191895;
33,Walking,1666509505.1362352,-2.16619873,0.302307129,1.115783691;
33,Walking,1666509505.1907809,-2.014099121,0.373596191,0.898742676;
33,Walking,1666509505.2445853,-2.20916748,0.058410645,1.180480957;
33,Walking,1666509505.298236,-2.128601074,-0.028991699,1.113586426;
33,Walking,1666509505.3526587,-2.213562012,0.266662598,1.151672363;
33,Walking,1666509505.4073896,-1.996520996,0.219787598,1.228820801;
33,Walking,1666509505.4686544,-2.131774902,0.222961426,1.038146973;
33,Walking,1666509505.5175614,-2.137878418,0.07232666,1.092102051;
33,Walking,1666509505.5709937,-2.149597168,0.126525879,1.152893066;
33,Walking,1666509505.622944,-2.23236084,0.199279785,1.21295166;
33,Walking,1666509505.6783025,-1.925720215,0.110656738,1.022521973;
33,Walking,1666509505.741532,-2.499694824,0.357971191,1.351623535;
33,Walking,1666509505.8038628,-1.962585449,0.28692627,1.092834473;
33,Walking,1666509505.858041,-1.87689209,0.245910645,1.153137207;
33,Walking,1666509505.8961804,-2.298522949,0.247375488,1.167053223;
33,Walking,1666509505.9510076,-2.063903809,0.224182129,1.09161377;
33,Walking,1666509506.0023925,-1.982849121,0.102844238,1.18951416;
33,Walking,1666509506.0585945,-2.200378418,0.009094238,1.198059082;
33,Walking,1666509506.113667,-2.132995605,0.154846191,1.265441895;
33,Walking,1666509506.1656654,-2.13079834,0.190979004,1.170715332;
33,Walking,1666509506.2233827,-2.194030762,0.064758301,1.291564941;
33,Walking,1666509506.275901,-2.352478027,0.098205566,1.278381348;
33,Walking,1666509506.3299894,-2.364929199,0.294494629,1.113098145;
33,Walking,1666509506.3894513,-1.886901855,0.366516113,0.979553223;
33,Walking,1666509506.4366834,-1.86126709,0.31036377,0.935119629;
33,Walking,1666509506.492042,-2.567077637,0.034973145,1.153625488;
33,Walking,1666509506.5448866,-2.04095459,0.050109863,0.986877441;
33,Walking,1666509506.6020844,-2.039978027,0.196350098,1.094543457;
33,Walking,1666509506.6560845,-1.917175293,0.08404541,1.140930176;
33,Walking,1666509506.707353,-2.110534668,0.090148926,1.013977051;
33,Walking,1666509506.7626345,-2.305603027,0.070617676,1.102355957;
33,Walking,1666509506.8177528,-2.17401123,0.218566895,1.09942627;
33,Walking,1666509506.8724406,-1.988952637,-0.009460449,0.858703613;
33,Walking,1666509506.9262085,-2.719909668,0.211975098,1.086975098;
33,Walking,1666509506.9800308,-2.04486084,0.337219238,1.073547363;
33,Walking,1666509507.0341876,-1.667907715,0.220275879,1.221740723;
33,Walking,1666509507.0888245,-2.361999512,0.202697754,1.242248535;
33,Walking,1666509507.1492455,-2.07611084,0.206604004,1.156799316;
33,Walking,1666509507.210602,-1.96697998,0.070617676,1.152160645;
33,Walking,1666509507.2493567,-2.193786621,0.053039551,1.28717041;
33,Walking,1666509507.3043673,-2.176208496,0.183410645,1.279846191;
33,Walking,1666509507.3689978,-2.101745605,0.282531738,1.182434082;
33,Walking,1666509507.4228761,-2.182312012,0.243469238,1.213928223;
33,Walking,1666509507.4708476,-2.25213623,0.257873535,1.209289551;
