33,Sitting,1666336240.8028288,-0.903164089,-0.195411384,1.799847364;
33,Sitting,1666336240.804313,-0.90566653,-0.203590095,1.797833204;
33,Sitting,1666336240.8619497,-0.904079616,-0.204078376,1.803082228;
33,Sitting,1666336240.9250631,-0.905910671,-0.19785279,1.801129103;
33,Sitting,1666336240.9620972,-0.90932864,-0.192115486,1.79612422;
33,Sitting,1666336241.023851,-0.906398952,-0.19382447,1.799786329;
33,Sitting,1666336241.0793314,-0.902919948,-0.194251716,1.798687696;
33,Sitting,1666336241.1560657,-0.903286159,-0.1937024,1.795635939;
33,Sitting,1666336241.2171776,-0.905361354,-0.198768318,1.799481153;
33,Sitting,1666336241.2476656,-0.906521022,-0.19974488,1.801861525;
33,Sitting,1666336241.2891543,-0.904995143,-0.199073493,1.800701857;
33,Sitting,1666336241.3522677,-0.899807155,-0.195472419,1.795086622;
33,Sitting,1666336241.405717,-0.911220729,-0.200904548,1.798565626;
33,Sitting,1666336241.4654367,-0.905910671,-0.198646247,1.806195021;
33,Sitting,1666336241.5051148,-0.904506862,-0.19785279,1.80405879;
33,Sitting,1666336241.5580876,-0.902370632,-0.199561775,1.793499708;
33,Sitting,1666336241.623028,-0.902736843,-0.197791755,1.792034864;
33,Sitting,1666336241.680841,-0.904812038,-0.197669685,1.800640821;
33,Sitting,1666336241.7412574,-0.908291042,-0.198463142,1.804180861;
33,Sitting,1666336241.7807841,-0.908230007,-0.198829353,1.80784297;
33,Sitting,1666336241.8273451,-0.903835475,-0.196204841,1.802593946;
33,Sitting,1666336241.8851712,-0.907192409,-0.194434822,1.798809767;
33,Sitting,1666336241.9444618,-0.905605495,-0.198280036,1.798199415;
33,Sitting,1666336242.0069988,-0.906276882,-0.195289314,1.802471876;
33,Sitting,1666336242.048287,-0.906643093,-0.194801033,1.799237013;
33,Sitting,1666336242.1003742,-0.9035303,-0.19583863,1.799114943;
33,Sitting,1666336242.1754527,-0.90566653,-0.195289314,1.801068068;
33,Sitting,1666336242.2242613,-0.906704128,-0.197059333,1.801861525;
33,Sitting,1666336242.2880192,-0.906643093,-0.195289314,1.80204463;
33,Sitting,1666336242.3168344,-0.910732448,-0.196876228,1.799420118;
33,Sitting,1666336242.3756378,-0.899929225,-0.196387947,1.798870802;
33,Sitting,1666336242.4265368,-0.905117214,-0.197913826,1.801373243;
33,Sitting,1666336242.4909003,-0.908107936,-0.201270759,1.803875685;
33,Sitting,1666336242.549997,-0.9057886,-0.196204841,1.802838087;
33,Sitting,1666336242.588044,-0.905849636,-0.194068611,1.800701857;
33,Sitting,1666336242.6420555,-0.907192409,-0.193641365,1.800335646;
33,Sitting,1666336242.6964352,-0.908779323,-0.196693122,1.805706739;
33,Sitting,1666336242.75532,-0.906337917,-0.199073493,1.807659864;
33,Sitting,1666336242.8124375,-0.906948268,-0.202857673,1.804547071;
33,Sitting,1666336242.8599565,-0.907924831,-0.200538337,1.80192256;
33,Sitting,1666336242.9133134,-0.908413112,-0.196937263,1.803875685;
